content,Label Asli,Prediksi
Habis update malah lemot sering FC loading lama,Negatif,Negatif
praktis,Positif,Positif
Pokoke gk kecewa pakai gojek,Positif,Positif
keren,Positif,Positif
Tidak ada tampilan map posisi driver saat pemesanan gofood dsb,Negatif,Negatif
Lumayan,Netral,Positif
Sangat baik,Positif,Positif
Ribet pin salah terus pdhl udh verifikasi lwt sms,Negatif,Negatif
Punten gojek yang baik hati tolong ya kalau untuk penarikan jangan lewat bca soalnya bca ku lgi eror mana ada saldo juga di gopay ku ,Negatif,Negatif
Pokok ny is the best deh ,Positif,Positif
Good,Positif,Positif
Bsgus,Positif,Positif
Woke,Positif,Positif
Bagus,Positif,Positif
Mantabs,Positif,Positif
Andalan so helpful ,Positif,Positif
Okay banget,Positif,Positif
kalau buat cs sih bagus pelayanannya tapi kalau untuk drivernya seperti kompeni yg nyiksa pribumi,Positif,Positif
Asikasik,Positif,Positif
Mantab,Positif,Positif
Tolong dong untuk bayar tagiahan PDAM Kab Indramayu diadain mimin kecewa masa belum ada Starup udah ada nih,Negatif,Negatif
Oke,Positif,Positif
Harus lebih baik lagi untuk customer servicenya seperti bisa top up gopay pakai dana,Netral,Negatif
Kok gabisa login ya Udah 5 hari loading terus Ngadu ke email malah suruh buka app nya klik bantuan padahal gabisa login hadeh,Negatif,Negatif
9nb,Positif,Positif
Sangat membatu,Positif,Positif
Sangat membantu,Positif,Positif
Bagus,Positif,Positif
Sangat membantu sekali,Positif,Positif
Setelah sebelumnya saya komentar tidak puas dengan layanan gofood kali ini saya tidak puas dengan layanan goride alasannya sama yaitu mendapatkan driver yang lokasinya sangat jauh saya posisi di Kerobokan sedangkan saya dapat driver yang posisinya di daerah berawa Padahal saat lihat map yang di aplikasi gojek ada banyak driver di sekitar lokasi saya,Negatif,Negatif
Mantap Mksh yaa pa driver sll sehat sekeluarga dan semangat pejuang rupiah,Positif,Positif
Mantap,Positif,Positif
Yaa lumayan lah,Positif,Positif
Sip deliveri cepat,Positif,Positif
Asuwww nyusahin isi pulsa listrik aja harus nunggu jam 1 dana mau dipindahin hrs upgrade jancoook buruk mending dimarketplace sebelah ontime 24 jam,Negatif,Negatif
Semoga makin berkembang,Positif,Positif
Pelayananya sudah bagus,Positif,Positif
Complainan tidak ditanggapi dengan baik Tidak ada team audit Mungkin kekurangan staff yah Bener bener kecewa sama pelayanan gk ada perduli sedikitpun terhadap customer tp mitra jalan terus operasional Seharusnya Profesional terhadap customer saya merasa dirugikan memakai Gojek,Negatif,Negatif
Goodjek,Positif,Positif
Gabisa beli rokok di gomart,Negatif,Negatif
Promo gofood sedikit,Netral,Positif
Untuk pencarian drifer nya selalu dapat yg jauh Padahal didekat tempat saya pesan gojek Selalu di dekat drifer yg lg mangkal,Netral,Negatif
aplikasi kocak aku ketik pencarian stasiun Arjawinangun malah arahnya ke eks stasiun kaliwedi dikira mau ujinyali apa ya ke bangunan tua,Negatif,Negatif
Ketika salah pesan tidak bisa dicancel ribet akhirnya makanan dibuang sia sia karena terlalu pedas,Negatif,Negatif
Gojek transportasi yg kami butuhkan praktis cepat murah,Positif,Positif
Buat Gojek sy mau daftar jd mitra Gojek tapi pendaftaran dijakarta ditutup tolong donk Gojek buka lagi sy mau daftar js mitra nih,Positif,Negatif
Good,Positif,Positif
Tarif lebih murah  banyak diskon cuma kenapa ya liat jaket pilotnya udah banyak yang kusam Pak Nadiem perlengkapan termpur Abang ojolnya di updatenya jangan 1 tahun sekali minim per 3 bulan pak biar Abang ojolnya kece kece,Positif,Positif
Ada masalah driver bilangnya sdh kirim barang tapi barang ditunggu penerima tidak datang2 Menu chat CS mati tdk tahu mau ngadu ke siapa chat ke driver tidak dibalas,Negatif,Negatif
Respon cepat dan tepat waktu,Positif,Positif
Gojek skrg bukan aplikasi yg baik lg gk usah download nanti nyesal ngomong gk sesuai fakta phpin org sajasaya gk heran byk yg gk bayar gopay later wong gk bisa jaga customer baik dan yg gk baikmantap teruskan usaha kmu biar org gk mau pke gopay lg,Negatif,Negatif
Sangat baik dan aman Biar pun daerah yang berbeda masih bisa di jangkau,Positif,Positif
Sangat membantu mobilitas,Positif,Positif
cara pemesansn food yg buruk dimasak dulu kalo udah matang cari driver pdahal resto blom masak kalo driver gk datang kn mkin kesini gojek gk jlas,Negatif,Negatif
Bagus,Positif,Positif
Kurang sempurna,Negatif,Positif
Cepat,Positif,Positif
Tepat wktu,Positif,Positif
Gopaylater tidak bisa dipakai atau ditolak oleh findaya,Negatif,Negatif
Mending uninstall aja deh,Negatif,Negatif
Ok,Positif,Positif
Mantap,Positif,Positif
Ongkos yang cukup mahal namun potongan ke driver nya terlalu besar Gaseimbang Saya bayar Rp46000 lalu saya tanya ke bapak jadi berapa Ternyata driver terima bersih 30rb Aneh,Negatif,Negatif
Saya sih yes,Positif,Positif
Pake gojek paling mantap,Positif,Positif
Membantumantapppp,Positif,Positif
Mantap,Positif,Positif
aplikasi ojek yang selalu aku pakai hampir tiap hari Tapi akhir ini tarif nya makin mahal dan juga jarang ada vocherpromo,Netral,Negatif
sy sering pesan gokaryg dtg taksi blubed,Positif,Positif
Tidak akan saya pake gopay lagi pakai gopaylater bertahun tahun dan lancar Bayar tiba2 dihilangkan gak masuk akal,Negatif,Negatif
Top jaya trus Gojek,Positif,Positif
Bermanfaat klo waktu saya lg lapar,Positif,Positif
Bagus,Positif,Positif
Sangat membantu dimanapun kita berada dan selama ada jaringan internet,Positif,Positif
Siksp diver ramah,Positif,Positif
Ok,Positif,Positif
Kalau udah di update jangan ngecewain ya,Positif,Negatif
Kga jelas gda mirip mirip nya sama ML,Negatif,Negatif
Baik,Positif,Positif
Sangat membantu sekali,Positif,Positif
Cukup bagus coba klo trasfer kesemua Bank gratis pasti lebih mantaf,Netral,Positif
Mantaap,Positif,Positif
Aplikasi sudah user friendly tapi bisa gak pas masuk permukaan aplikasi pake sidik jari dulu atau pin jangan langsungkebuka,Positif,Negatif
Toppppp,Positif,Positif
Kode OTP tidak terkirim,Netral,Negatif
Cengkareng Barat West Jakarta City Jakarta,Negatif,Positif
Hampir selalu puas,Positif,Positif
Mantafff Gojek euy,Positif,Positif
Tolong di perbaiki untuk GPS driver nya kadang suka ngaco Sama tadi pagi saya pesan lalu erorr eh tiba tiba terpesan 2 go ride dan saya tidak tahu padahal saya hanya pesan satu saya kasihan sama abang ojeknya kalau begitu malah ga ada notif kalau saya pesan 2 lagi Tolong di benarkan,Netral,Negatif
Membantu banget,Positif,Positif
Good job,Positif,Positif
Mantappp,Positif,Positif
Tingkatkan kepuasan konsumen yang lebih baik,Positif,Positif
Mantab,Positif,Positif
Good,Positif,Positif
Pena naik grab taxi Masa hrs bayar tambahan 5 rb untuk yg ga jelas dan kl ga sesuai titik kena tambahan biaya lg,Positif,Negatif
Hp saya yang ketinggalan sudah ketemu di bantu tim gocar lainya dan aplikasi terimakasih atas bantuanya,Positif,Positif
tfr lama plyanan ga bgus masa tfr ke bca hrus nunggu 2 haru kan taik gojek mendingan pake grab on time jika widraw,Negatif,Negatif
Sangat membantu kedua belah pihak,Positif,Positif
Siiip sangan puas jempt cepet,Positif,Positif
Good,Positif,Positif
Saya tadi naik gojek terus saya ngobrol sama drivernya saya tanya sehari bisanya dapat berapa jawabannya bikin hati menangis satu saja Alhamdulillah sekarang ya Allah benar benar hati nuraninya kemana orang2 penguasa gojek sampai mitranya di sia siakan hidup di jalan tanpa ada rasa kasihan Kalau dapat 1 tarif 8 ribu apa cukup buat keluarga Buat beli BBM aja tidak bisa Saya sangat prihatin dengan aplikator gojek sekarang hati nuraninya kemana sampai Setega itu,Negatif,Negatif
Aplikasi ini sangat membantu saya sekali,Positif,Positif
Pesan gojek tapi gojek nya kalok buka gak pake nomer,Netral,Negatif
Good service,Positif,Positif
Enak ada gopay later utk gofoodnya jgsgt bermanfaat saat tdk bawa uang cash,Positif,Positif
Mantap,Positif,Positif
Mantappppp,Positif,Positif
Tidak pernah mendapatkan promo lagi tidak ada voucher jadi lebih mahal dan tidak hemat,Positif,Negatif
Sangat membantu,Positif,Positif
Jarang pake sih paling kalo mau skul baru pake gojek selama pemakaian ga ada yang salah kok aman aja tapi ga tau nanti semoga tidak ngebug seperti komentar lainnya ,Positif,Negatif
Ok,Positif,Positif
Ok bgt,Positif,Positif
Ok,Positif,Positif
Ngsi ongkirny g kira,Negatif,Negatif
Banyak membantu dengan harga yang murah,Positif,Positif
Lama dapetin drivernya,Negatif,Negatif
Mantul,Positif,Positif
Mantap,Positif,Positif
Ok,Positif,Positif
Jossssssssss,Positif,Positif
Mudah d gunakan,Positif,Positif
Saldo sy masih banyak Saat mau sy pakai sistem minta update Sdh sy lakukan tetapi saat selesai kasih password email update belum berhasil Apakah sistem di gojek sedang bermasalah atau di google play,Negatif,Negatif
Mantap,Positif,Positif
Good,Positif,Positif
Force close pas mau masuk menu sudah lama seperti ini Sudah diperbaiki cuy mantap lah gojek,Positif,Negatif
Good,Positif,Positif
aplikasi ini sangat membantu saya dalam membeli makanan,Positif,Positif
Wah awal pakai lancar ini a sdh restar 2x ampun muncul lama lalu hilang tlong admnya Kdang geram jg penting mau cpat jd lemot,Negatif,Negatif
Kren aplikasinya membantu sangat,Positif,Positif
Sekarang susah banget mau masukbiasanya pake akun FB aja langsung masuk,Positif,Negatif
Terima kasih aplikasi yang sangat membantu,Positif,Positif
Mantapp,Positif,Positif
ok,Positif,Positif
Siip,Positif,Positif
Cakeuup,Positif,Positif
Baik,Positif,Positif
Mantap,Positif,Positif
Baguss sih tapi biaya tambahan ny mahalll,Positif,Positif
Poll keren,Positif,Positif
Gak guna,Negatif,Negatif
Apa apan inimasa ga bisa trnsfer ke banktaiii,Negatif,Negatif
Sangat membantu aplikasi gojek ini,Positif,Positif
Bagus,Positif,Positif
Enak bgt,Positif,Positif
Sering seringin promo plis,Positif,Positif
2019 Prabowo Presiden,Positif,Negatif
Selalu membantutepat cepat ga pake ribetterima kasih,Positif,Positif
Kaya akun saya kena softbanned,Positif,Negatif
Drivernya nonton bola,Negatif,Positif
Josss,Netral,Positif
Untuk wilayah Kalimantan Utara area Tarakan voucher diskon pembayaran gopay di banyakin lagi dongg  butuh banget promooo yg potongan 7rb gojek do your magic,Positif,Positif
Senang sekali pelayanan driver nya,Positif,Positif
Sangat membantu,Positif,Positif
Good,Positif,Positif
Gatau kenapagopay saya terkunci,Negatif,Negatif
Tolong insentifnya di permudah dalam mencairkan,Positif,Positif
Bagus,Positif,Positif
Memudahkan brpergian,Positif,Positif
sangat membantu disaat kelaparan,Positif,Positif
Banyak membantu,Positif,Positif
Sangat membantu,Positif,Positif
Suka banget,Positif,Positif
Sangat memuaskan,Positif,Positif
Sangat membantuuntuk perjalanan,Positif,Positif
mf sy bingung ko lokasi sy g sesuai sy tinggal d banten knp malah Jakarta aj sih aplikasi nya eror,Negatif,Negatif
Nice,Positif,Positif
Saya kasih bintang 5 ya buat aplikasinya udah oke banget apa lagi promonya Tapi tolong buat paylater nya kenapa punya saya ga bisa ya malah ada tulisan di blokir pdhl belum pernah aktifasi sebelumnya Tolong bantuannya ya makasih,Positif,Positif
Sangat puas,Positif,Positif
Oke,Positif,Positif
Menyulitkan untuk aktifkan gopay susah banget harus pakai nokartu lg permudah kita kek yg pntingkn punya mobile bank trus verifikasi hrus pakai pulsa trus kita yg tanggunh ribet uninstal,Negatif,Negatif
Bagus bgt,Positif,Positif
Maps nya gk komplit,Negatif,Positif
Gojek good job Tetep semangat ,Positif,Positif
mantap dan ramah,Positif,Positif
Pesanan ga d respon driver padahal jarak driver k lokasi saya paling 300 meter pelayanan nya makin lama makin buruk,Negatif,Negatif
Belakangan ini gojek bikin kesel terus driver gak ngerespon diam di warung kopi ga jalan jalan akhirnya saya minta pembatalan dan dicarikn driver lain ke CS nya Akhirnya pesanan nyampenya lam banget gara gara tragedi ganti driver Tolong dong driver yg kaya gitu di tindaklanjuti udah lebih dari 2 kali seperti itu,Netral,Negatif
Luarbiasa,Positif,Positif
Muantap buangetngetngetnget,Positif,Positif
Gak jelad,Negatif,Negatif
Good luck ,Positif,Positif
Mau apapun ada di gojek,Positif,Negatif
pelayanannya bagus  drivernya sopan,Positif,Positif
masalahnya udh selesai blm sya komplain udh lama banget loh masa blm ada jawabannya sih,Positif,Negatif
Sangat membantu,Positif,Positif
Membantu,Positif,Positif
Promo tidak bisa digunakan,Negatif,Negatif
Sipp membantu,Positif,Positif
Hallo Cs pada tgl 6 Maret saya salah kirim ke nomer teman saya padahal teman saya tidak punya akun gopay gimana caranya uang saya bisa kembali ke akun saya maksh,Negatif,Negatif
kenapa 1 bulan ngak pakai perbarui lagi kalau mau pakai,Positif,Negatif
responsif,Positif,Positif
Baik,Positif,Positif
Pelayanan memuaskan lengakap dan cepat mantap,Positif,Positif
Dan akhirnya uninstal gojek dan gopay karna ribet dan csnya kacau,Negatif,Negatif
Mantap,Positif,Positif
Gojek memang mantul ,Positif,Positif
komplit,Positif,Positif
Bis edit apk gojek Ntr y kita lihat tmbh ribet ato gk Buat apa gt update trus gt Klo untuk update alamat sesuai Google maps se y gpp Tp klo update untuk hal yg laen Tauuu ah gelap,Positif,Negatif
Seneng pakai gojek banyak promonya,Positif,Positif
Kecewa,Negatif,Negatif
Pesen makan sering ga keluar tarifnya wkwkk keburu laper bund nungguin bug nyaa  lari deh ke aplikasi sebelah ,Negatif,Negatif
Bagus sekali aplikasinya sangat membantu dalam apapun,Positif,Positif
Bagus sangat membantu,Positif,Positif
Aplikasinya sudah lumayan tetapi terlalu memanjakan customerkarena para customer memberikan bintang satu dan komentar beserta alasannya tanpa pembelaan atau argument dari driver  pihak aplikator langsung memberikan sanksi tidak dapat orderan bahkan sampai suspend yg menyebabkan kehilangan mata pencaharianSaya berharap para customer memberikan penilaian yg wajar dan tidak bintang satuBagaimana nanti nasib para driver yg bisa kehilangan mata pencaharian nya,Positif,Negatif
bagus,Positif,Positif
Mantap,Positif,Positif
Go JEk penipu  Uang di gopay saya hilang 38jt baru selesai saya top upsemoga cepat bangkrut aplikasi gak ada keamanan sama skali,Negatif,Negatif
Bermanfaat,Positif,Positif
Good,Positif,Positif
Erorrrrr terooossssss,Negatif,Positif
setelah di update malah tidk jelas saya udh pakai gopay premium tidak bisa transfer ke bank malah minta foto ktp lagi aneh,Negatif,Negatif
sudah di update promonnya gak bisa dipakai,Negatif,Negatif
Kenapa Tidak bisa instalasi nyasdh direstat juga sih,Negatif,Negatif
ok,Positif,Positif
Sangat terbantu disaat butuh ojek Untuk penggunaan aplikasinya cukup mudah tapi loading saat membuka aplikasi terasa agak lambat,Positif,Positif
Kecewa sih sbnrnya BAdmin mulu mau top up kena admin mau transfer bank kena admin mana lumayan juga nominal adminnya gk bisa emng gratis Admin sampe beberapa kali top up,Negatif,Negatif
Fast respon,Positif,Positif
Gacorin dong bos qyu,Positif,Positif
Bagus,Positif,Positif
Driver ramah,Positif,Positif
Gojek kadang2 suka ga salah,Negatif,Positif
Mantap bro,Positif,Positif
Akun saya diblokir padahal engga pernah cancel orderangara2 salah masuk gocar lain tp pas saya naik saya tanya atas nama ini ktx iakarena buru2 g liat nomer kt parah main langsung blokirpadahal dah seneng kl mau keluar pesen gojekkecewa sama aplikasi yang main blokir padahal kesalahan belum tentu salah penumpangx draver yg lain yg seharusx lain penumpangx diterima ajasebel,Negatif,Negatif
Ga profesional kebanyakan alasan  Orderan minta di cancel terus kaya kita naik gratisan aja Mending di ttp aja ini aplikasi Beda sama Maxim the best pokoknya si Maxim,Negatif,Negatif
Sejauh ini ok dan aman,Positif,Positif
kadang suka pusing ya sama driver gojek di daerah kampungku majalaya kalo pesan tuh suka pada gk mau anter bnyk alesan si driver nyakadang suka minta uang lebih dari harga yg tertera ,Negatif,Negatif
Ongkirnya gila ijo sebelah 4rb sni 11rb gilaaaaa parah,Negatif,Negatif
Menyenangkan,Positif,Positif
eror parah,Negatif,Negatif
Baik,Positif,Positif
Semua urusan jadi lebih mudah Alhamdulillah,Positif,Positif
Selama ini banyak bngt driver yg mengecewakan gak sopan suruh nunggu tp cancel sepihak tanpa pemberitahuandsb tp saya tidak pernah kasih review jelek krn memikirkan kebutuhan driver terhadap aplikasi ini Tp kemari saya dapat info dari driver gocar katanya rating saya buruk di aplikasi mulai hari ini saya tidak akan pernah pakai aplikasi ini evaluasi dulu deh mendingan kasih edukasi bagaimana cara melayani saya juga pelayan di kantor dan saya tau tugas saya apa saat bekerja,Negatif,Negatif
Ok,Positif,Positif
Mantaf,Positif,Positif
Kenapa gopaypinjaman tdk pernah ada di akun saya sama gopaylater tolong di setujui,Negatif,Negatif
Baru aja perbarui aplikasi gojek malah ngga bisa dibuka sama sekali gimana ini min Saya masih punya hutang paylater mau bayar jadi bingung,Negatif,Negatif
1 Ketika driver Gocar melakukan panggilan tidak terdapat notifikasi maupun tombol untuk menjawab panggilan handphone hanya bergetar terusmenerus 2 Posisi driver Gocar di maps ada perbedaan jarak yang cukup jauh Di maps posisinya agak delay dibanding realita ketika penjemputan Sejauh ini dua keluhan di atas yang paling sering saya alami sejak menggunakan aplikasi ini,Negatif,Negatif
Transaksi lebih mudah Banyak promonya lagi Makasih gopay,Positif,Positif
Yaelah lama Amad mau ganti pin lelet juga lagi pas login hadeh,Negatif,Negatif
Kode otp gak masuk ke no hp saya,Positif,Negatif
Cepat dan tangap ke konsumen,Positif,Positif
Aplikasi Gojek sekarang MAHAL kecuali kalo ada promo baru mending tapi promonya jarang,Negatif,Negatif
Ok,Positif,Positif
Slmt mlm Ini kok makanan saya mahal sekali padahal dekat dengan ongkir lebih mahal dari pada harga maknannya padahal saya pesan dekat loh,Negatif,Negatif
Cukup puas,Positif,Positif
Kalau MAKANAN itu Drivernya dipesan dulujangan makanan dimasak dulu baru nyari driverjadinya kan lama kamu kok bodoh sih,Negatif,Negatif
Udh bagus  sgt trbantu skli ,Positif,Positif
senang banget,Positif,Positif
Ok,Positif,Positif
Sangat bagus dan membantu sekali,Positif,Positif
Helpful app gopay sangat terpercaya,Positif,Positif
Tolong ya Tolong bgt untuk aplikasi ini Karena saya suda smpai update segala macem tapi sering sekali tidak nyangkut ke driver   Tolong Karena sangat mengecewakan,Negatif,Negatif
Uda langganan gojek emng is the best,Positif,Positif
Ok Banget,Positif,Positif
Saya mau masuk goplus knapa gagal dan bilan id anda telah di pakai sebelumnya gmna si tolong di bantu,Positif,Negatif
